donation_amount,donation_dummy,control,treatment,match_ratio,ratio1,ratio2,ratio3,red_state_dummy,months_since_last_donation,highest_previous_donation,prior_donations_num
0,0,1,0,0,0,0,0,1,2,55,12
0,0,0,1,3,0,0,1,0,19,50,32
0,0,0,1,1,1,0,0,1,19,50,7
0,0,1,0,0,0,0,0,0,31,55,13
0,0,0,1,2,0,1,0,1,9,50,12
0,0,0,1,2,0,1,0,0,8,35,7
0,0,0,1,3,0,0,1,0,6,55,10
0,0,0,1,1,1,0,0,1,15,50,6
0,0,1,0,0,0,0,0,0,40,65,6
0,0,1,0,0,0,0,0,0,40,25,12
0,0,0,1,1,1,0,0,0,7,30,9
0,0,0,1,2,0,1,0,1,7,25,7
0,0,1,0,0,0,0,0,1,3,35,22
0,0,0,1,1,1,0,0,1,4,150,22
0,0,0,1,1,1,0,0,0,10,150,4
0,0,1,0,0,0,0,0,0,7,35,8
0,0,0,1,3,0,0,1,1,2,100,25
10,1,1,0,0,0,0,0,0,0,15,43
0,0,0,1,1,1,0,0,0,8,50,5
0,0,0,1,3,0,0,1,0,2,100,26
0,0,0,1,2,0,1,0,0,2,20,19
0,0,0,1,3,0,0,1,1,8,100,14
0,0,1,0,0,0,0,0,0,36,75,2
0,0,0,1,2,0,1,0,1,17,50,4
0,0,0,1,2,0,1,0,0,19,50,6
0,0,1,0,0,0,0,0,1,18,40,11
0,0,1,0,0,0,0,0,0,4,100,8
0,0,0,1,3,0,0,1,1,3,25,19
0,0,1,0,0,0,0,0,0,6,35,16
0,0,0,1,2,0,1,0,0,5,25,5
0,0,0,1,3,0,0,1,1,6,50,14
0,0,1,0,0,0,0,0,,34,25,20
0,0,0,1,2,0,1,0,1,3,35,27
0,0,0,1,1,1,0,0,1,6,50,8
0,0,0,1,2,0,1,0,0,10,50,9
0,0,0,1,3,0,0,1,0,35,40,8
0,0,1,0,0,0,0,0,0,42,25,3
0,0,0,1,2,0,1,0,1,3,100,12
0,0,1,0,0,0,0,0,1,5,50,5
0,0,1,0,0,0,0,0,1,5,25,9
0,0,0,1,3,0,0,1,1,2,12.5,4
0,0,0,1,2,0,1,0,1,1,115,9
0,0,0,1,2,0,1,0,1,30,25,3
0,0,0,1,1,1,0,0,0,37,50,3
0,0,1,0,0,0,0,0,0,3,70,8
0,0,0,1,3,0,0,1,1,5,150,9
0,0,1,0,0,0,0,0,0,2,150,19
0,0,1,0,0,0,0,0,1,19,55,6
0,0,1,0,0,0,0,0,0,29,125,6
0,0,0,1,1,1,0,0,0,40,65,9
0,0,0,1,3,0,0,1,1,28,75,16
0,0,0,1,3,0,0,1,1,15,45,3
0,0,0,1,3,0,0,1,1,42,35,7
0,0,0,1,1,1,0,0,0,2,50,12
0,0,0,1,2,0,1,0,1,1,35,8
0,0,0,1,1,1,0,0,0,30,50,9
0,0,0,1,1,1,0,0,0,42,25,13
0,0,1,0,0,0,0,0,0,5,50,18
0,0,1,0,0,0,0,0,0,8,50,2
50,1,0,1,1,1,0,0,1,20,75,8
0,0,0,1,3,0,0,1,1,2,25,4
0,0,1,0,0,0,0,0,1,17,125,7
0,0,0,1,2,0,1,0,1,5,50,6
0,0,0,1,3,0,0,1,1,18,250,11
0,0,0,1,1,1,0,0,0,17,50,15
0,0,0,1,3,0,0,1,0,5,100,24
0,0,0,1,2,0,1,0,1,2,50,20
0,0,1,0,0,0,0,0,0,2,65,10
0,0,0,1,2,0,1,0,1,4,35,9
0,0,1,0,0,0,0,0,0,28,70,11
0,0,0,1,1,1,0,0,1,18,35,5
0,0,1,0,0,0,0,0,1,3,25,3
0,0,0,1,1,1,0,0,0,5,50,10
0,0,0,1,1,1,0,0,1,33,100,7
0,0,0,1,3,0,0,1,0,14,118,12
0,0,1,0,0,0,0,0,0,4,36,7
0,0,0,1,2,0,1,0,1,7,25,4
0,0,0,1,1,1,0,0,0,22,35,4
0,0,1,0,0,0,0,0,0,6,25,10
0,0,0,1,2,0,1,0,1,5,30,14
0,0,0,1,1,1,0,0,0,6,80,15
0,0,0,1,2,0,1,0,1,42,55,2
0,0,1,0,0,0,0,0,0,16,25,10
0,0,0,1,2,0,1,0,0,2,100,23
0,0,0,1,2,0,1,0,1,2,50,30
0,0,0,1,3,0,0,1,1,5,50,30
0,0,0,1,1,1,0,0,0,3,40,17
0,0,0,1,1,1,0,0,0,40,45,6
0,0,0,1,1,1,0,0,0,11,50,12
0,0,1,0,0,0,0,0,0,5,160,13
0,0,0,1,1,1,0,0,0,41,55,3
0,0,0,1,1,1,0,0,0,2,50,22
0,0,0,1,1,1,0,0,1,6,35,10
0,0,0,1,3,0,0,1,1,5,100,14
0,0,1,0,0,0,0,0,1,2,100,5
0,0,0,1,3,0,0,1,0,47,500,10
0,0,0,1,2,0,1,0,0,4,50,9
0,0,0,1,3,0,0,1,1,8,100,9
0,0,0,1,1,1,0,0,0,1,100,20
0,0,0,1,3,0,0,1,0,14,25,2
0,0,0,1,1,1,0,0,1,4,75,35
0,0,0,1,2,0,1,0,0,7,15,7
0,0,0,1,3,0,0,1,0,13,45,5
0,0,0,1,3,0,0,1,0,3,55,28
0,0,0,1,1,1,0,0,1,18,250,13
0,0,0,1,3,0,0,1,1,41,200,9
0,0,0,1,1,1,0,0,1,24,100,7
0,0,0,1,3,0,0,1,0,8,35,8
0,0,0,1,1,1,0,0,0,6,45,11
0,0,1,0,0,0,0,0,0,32,25,4
0,0,1,0,0,0,0,0,1,5,100,9
0,0,0,1,1,1,0,0,1,7,35,19
0,0,0,1,3,0,0,1,1,29,35,8
0,0,0,1,3,0,0,1,1,19,55,8
0,0,0,1,2,0,1,0,1,2,750,27
0,0,0,1,2,0,1,0,0,2,75,14
0,0,1,0,0,0,0,0,1,23,40,11
0,0,0,1,1,1,0,0,1,3,100,11
0,0,1,0,0,0,0,0,0,26,110,9
0,0,1,0,0,0,0,0,1,8,25,14
0,0,1,0,0,0,0,0,0,18,100,15
0,0,1,0,0,0,0,0,1,3,25,5
0,0,0,1,1,1,0,0,1,7,125,8
0,0,0,1,1,1,0,0,0,8,130,8
0,0,0,1,3,0,0,1,0,2,45,11
0,0,1,0,0,0,0,0,1,27,55,8
0,0,0,1,2,0,1,0,0,6,50,8
0,0,1,0,0,0,0,0,1,36,190,9
0,0,0,1,2,0,1,0,0,7,75,22
0,0,0,1,2,0,1,0,1,11,50,16
0,0,0,1,3,0,0,1,1,6,50,6
0,0,0,1,2,0,1,0,1,17,100,8
0,0,0,1,2,0,1,0,0,9,100,20
0,0,1,0,0,0,0,0,1,0,85,29
0,0,0,1,3,0,0,1,0,31,45,9
0,0,0,1,2,0,1,0,0,6,85,8
0,0,0,1,1,1,0,0,1,5,100,12
0,0,0,1,3,0,0,1,0,23,25,5
0,0,0,1,1,1,0,0,0,8,35,8
0,0,0,1,3,0,0,1,1,3,125,3
0,0,0,1,3,0,0,1,1,19,35,12
0,0,0,1,3,0,0,1,1,17,35,12
0,0,0,1,3,0,0,1,0,2,25,8
0,0,0,1,1,1,0,0,0,13,100,10
0,0,0,1,2,0,1,0,0,41,30,9
0,0,0,1,2,0,1,0,1,3,65,7
0,0,1,0,0,0,0,0,1,8,35,21
0,0,0,1,1,1,0,0,1,15,45,4
0,0,1,0,0,0,0,0,1,4,400,9
0,0,0,1,3,0,0,1,0,1,60,47
0,0,0,1,2,0,1,0,0,3,100,9
0,0,1,0,0,0,0,0,0,35,35,4
0,0,1,0,0,0,0,0,1,6,25,10
0,0,0,1,3,0,0,1,1,13,100,29
0,0,0,1,2,0,1,0,1,28,25,7
0,0,1,0,0,0,0,0,0,11,100,12
0,0,0,1,3,0,0,1,0,37,25,3
0,0,1,0,0,0,0,0,1,7,55,11
0,0,1,0,0,0,0,0,1,30,125,6
0,0,0,1,2,0,1,0,0,6,100,15
0,0,0,1,2,0,1,0,0,3,75,10
0,0,1,0,0,0,0,0,0,8,1000,6
0,0,0,1,1,1,0,0,0,21,50,3
0,0,0,1,3,0,0,1,1,6,50,8
0,0,0,1,2,0,1,0,0,15,200,14
0,0,0,1,3,0,0,1,1,34,25,3
0,0,0,1,1,1,0,0,0,5,35,17
0,0,0,1,2,0,1,0,1,6,300,6
0,0,0,1,2,0,1,0,0,8,75,9
0,0,1,0,0,0,0,0,0,3,100,12
0,0,0,1,3,0,0,1,0,5,65,9
0,0,0,1,1,1,0,0,0,5,55,9
0,0,0,1,2,0,1,0,0,25,250,15
0,0,0,1,1,1,0,0,0,7,50,9
0,0,0,1,1,1,0,0,1,11,25,6
0,0,0,1,3,0,0,1,0,20,75,7
0,0,0,1,1,1,0,0,0,0,60,14
0,0,0,1,2,0,1,0,0,43,100,6
0,0,1,0,0,0,0,0,0,3,175,14
0,0,0,1,3,0,0,1,0,2,35,14
0,0,0,1,2,0,1,0,0,28,500,11
0,0,1,0,0,0,0,0,0,19,25,3
0,0,0,1,3,0,0,1,1,1,250,28
0,0,0,1,3,0,0,1,0,30,70,35
0,0,1,0,0,0,0,0,0,4,50,10
0,0,0,1,2,0,1,0,0,4,65,24
0,0,0,1,2,0,1,0,1,29,30,4
0,0,0,1,1,1,0,0,0,18,55,7
0,0,0,1,1,1,0,0,0,4,25,12
0,0,0,1,1,1,0,0,1,5,95,7
0,0,1,0,0,0,0,0,1,7,75,18
0,0,1,0,0,0,0,0,1,2,50,3
0,0,0,1,1,1,0,0,0,5,65,11
0,0,1,0,0,0,0,0,0,0,200,12
0,0,0,1,1,1,0,0,1,6,35,11
0,0,1,0,0,0,0,0,0,4,100,20
0,0,1,0,0,0,0,0,1,30,25,4
0,0,0,1,1,1,0,0,1,1,65,11
0,0,1,0,0,0,0,0,1,6,40,7
0,0,0,1,1,1,0,0,0,6,61,13
0,0,0,1,1,1,0,0,1,5,50,14
0,0,0,1,1,1,0,0,0,13,55,5
0,0,0,1,3,0,0,1,1,3,50,23
0,0,0,1,1,1,0,0,1,6,65,13
0,0,1,0,0,0,0,0,1,3,35,12
0,0,1,0,0,0,0,0,1,2,25,4
0,0,1,0,0,0,0,0,0,11,190,6
0,0,1,0,0,0,0,0,1,38,45,3
0,0,1,0,0,0,0,0,1,5,45,8
0,0,0,1,3,0,0,1,0,11,50,5
0,0,1,0,0,0,0,0,1,4,45,14
0,0,0,1,2,0,1,0,0,6,25,9
0,0,1,0,0,0,0,0,1,21,75,10
0,0,1,0,0,0,0,0,0,7,250,2
0,0,0,1,2,0,1,0,1,2,50,13
0,0,1,0,0,0,0,0,1,2,35,13
0,0,0,1,3,0,0,1,1,5,75,10
0,0,0,1,3,0,0,1,0,6,50,13
0,0,0,1,2,0,1,0,0,17,100,8
0,0,0,1,3,0,0,1,0,15,35,28
0,0,0,1,1,1,0,0,1,14,25,18
0,0,1,0,0,0,0,0,0,6,35,5
0,0,0,1,2,0,1,0,1,28,35,4
0,0,0,1,2,0,1,0,0,4,65,6
0,0,0,1,3,0,0,1,1,18,35,7
0,0,0,1,1,1,0,0,0,4,50,9
0,0,0,1,3,0,0,1,0,17,25,8
0,0,1,0,0,0,0,0,0,5,35,10
0,0,0,1,2,0,1,0,1,16,175,8
0,0,0,1,1,1,0,0,0,2,50,6
0,0,0,1,2,0,1,0,0,5,25,3
0,0,1,0,0,0,0,0,0,2,65,10
0,0,1,0,0,0,0,0,0,18,35,8
0,0,1,0,0,0,0,0,1,5,50,9
0,0,0,1,3,0,0,1,1,40,35,2
0,0,1,0,0,0,0,0,1,31,40,5
0,0,0,1,1,1,0,0,0,8,100,8
0,0,0,1,2,0,1,0,0,7,55,9
0,0,0,1,1,1,0,0,1,3,40,7
0,0,1,0,0,0,0,0,0,17,50,11
0,0,1,0,0,0,0,0,1,5,75,6
125,1,0,1,2,0,1,0,0,5,125,8
0,0,0,1,2,0,1,0,1,3,75,9
0,0,1,0,0,0,0,0,1,26,45,7
0,0,1,0,0,0,0,0,1,21,35,2
0,0,1,0,0,0,0,0,1,31,100,5
0,0,1,0,0,0,0,0,0,0,45,13
0,0,0,1,1,1,0,0,1,9,35,10
0,0,1,0,0,0,0,0,0,26,50,8
0,0,0,1,3,0,0,1,0,8,80,2
0,0,0,1,3,0,0,1,0,30,100,7
0,0,0,1,3,0,0,1,0,4,50,6
0,0,0,1,3,0,0,1,0,10,25,10
0,0,0,1,1,1,0,0,1,2,20,47
0,0,0,1,2,0,1,0,1,0,100,6
0,0,0,1,3,0,0,1,0,5,25,9
0,0,0,1,1,1,0,0,0,16,35,10
0,0,1,0,0,0,0,0,0,2,150,11
0,0,0,1,1,1,0,0,1,16,85,7
0,0,0,1,1,1,0,0,0,18,25,15
0,0,0,1,1,1,0,0,0,42,55,6
0,0,0,1,2,0,1,0,1,2,80,6
0,0,0,1,1,1,0,0,1,6,55,13
0,0,0,1,2,0,1,0,0,36,150,14
0,0,0,1,2,0,1,0,1,8,100,9
0,0,1,0,0,0,0,0,0,6,25,10
0,0,0,1,2,0,1,0,0,34,60,13
0,0,0,1,3,0,0,1,1,2,55,5
0,0,1,0,0,0,0,0,1,40,35,2
0,0,1,0,0,0,0,0,0,0,100,13
0,0,0,1,2,0,1,0,0,23,25,9
0,0,1,0,0,0,0,0,1,100,12.5,3
0,0,0,1,1,1,0,0,1,2,50,19
0,0,1,0,0,0,0,0,0,6,25,11
0,0,1,0,0,0,0,0,0,6,50,16
0,0,0,1,1,1,0,0,1,6,65,6
0,0,0,1,1,1,0,0,0,0,50,9
0,0,0,1,1,1,0,0,0,13,55,10
0,0,1,0,0,0,0,0,1,7,50,8
0,0,1,0,0,0,0,0,1,6,150,11
0,0,1,0,0,0,0,0,1,6,55,7
0,0,1,0,0,0,0,0,1,5,100,9
0,0,1,0,0,0,0,0,1,1,65,22
0,0,1,0,0,0,0,0,0,9,50,9
0,0,1,0,0,0,0,0,0,7,25,10
0,0,1,0,0,0,0,0,1,3,45,13
0,0,0,1,3,0,0,1,1,19,35,7
0,0,0,1,2,0,1,0,1,16,35,9
0,0,1,0,0,0,0,0,0,6,85,9
0,0,1,0,0,0,0,0,0,4,35,16
0,0,0,1,1,1,0,0,0,1,45,12
0,0,0,1,3,0,0,1,0,29,25,8
0,0,0,1,3,0,0,1,0,4,45,13
0,0,1,0,0,0,0,0,1,3,50,9
0,0,0,1,2,0,1,0,1,5,50,3
0,0,0,1,3,0,0,1,0,6,85,9
0,0,0,1,3,0,0,1,0,4,55,23
0,0,0,1,3,0,0,1,0,5,35,9
0,0,0,1,3,0,0,1,1,3,40,4
0,0,0,1,2,0,1,0,0,8,35,7
0,0,0,1,3,0,0,1,1,23,85,12
0,0,1,0,0,0,0,0,1,6,250,16
0,0,0,1,3,0,0,1,0,28,40,8
0,0,0,1,3,0,0,1,1,3,125,9
0,0,0,1,1,1,0,0,1,23,70,7
0,0,1,0,0,0,0,0,0,4,35,11
0,0,0,1,1,1,0,0,0,5,60,9
0,0,0,1,2,0,1,0,1,6,80,9
50,1,1,0,0,0,0,0,0,8,100,9
0,0,0,1,2,0,1,0,0,18,230,26
0,0,0,1,2,0,1,0,1,15,55,5
0,0,1,0,0,0,0,0,0,5,250,10
0,0,0,1,2,0,1,0,1,4,100,9
0,0,0,1,3,0,0,1,1,16,25,12
0,0,1,0,0,0,0,0,0,40,40,10
0,0,0,1,1,1,0,0,0,6,85,9
0,0,1,0,0,0,0,0,0,5,25,3
0,0,1,0,0,0,0,0,0,6,250,12
0,0,0,1,2,0,1,0,1,31,50,14
0,0,0,1,3,0,0,1,0,1,55,6
0,0,1,0,0,0,0,0,1,30,30,12
0,0,1,0,0,0,0,0,0,15,45,3
0,0,1,0,0,0,0,0,0,13,68,3
0,0,0,1,3,0,0,1,1,5,55,10
0,0,0,1,2,0,1,0,0,24,40,4
0,0,1,0,0,0,0,0,1,3,160,12
0,0,0,1,3,0,0,1,0,3,50,9
0,0,0,1,2,0,1,0,1,3,25,6
0,0,1,0,0,0,0,0,1,4,35,4
0,0,0,1,3,0,0,1,0,13,20,11
0,0,0,1,2,0,1,0,0,5,25,8
0,0,1,0,0,0,0,0,0,16,35,3
0,0,0,1,3,0,0,1,0,3,55,10
0,0,0,1,2,0,1,0,0,3,25,8
0,0,0,1,3,0,0,1,1,5,55,11
0,0,1,0,0,0,0,0,1,7,15,7
0,0,0,1,1,1,0,0,0,4,125,8
0,0,0,1,1,1,0,0,1,6,100,9
0,0,0,1,2,0,1,0,1,18,25,5
0,0,1,0,0,0,0,0,0,2,100,9
0,0,0,1,2,0,1,0,1,32,35,4
0,0,0,1,3,0,0,1,0,29,25,8
0,0,0,1,3,0,0,1,1,26,175,5
0,0,0,1,1,1,0,0,1,7,55,7
0,0,0,1,2,0,1,0,1,6,55,8
0,0,0,1,2,0,1,0,0,37,50,8
0,0,0,1,3,0,0,1,0,4,25,9
0,0,0,1,1,1,0,0,0,30,55,5
0,0,0,1,2,0,1,0,0,5,35,15
0,0,0,1,1,1,0,0,0,2,65,30
0,0,0,1,3,0,0,1,1,0,50,4
0,0,0,1,1,1,0,0,0,43,50,6
0,0,1,0,0,0,0,0,1,27,55,4
0,0,0,1,3,0,0,1,0,31,35,18
0,0,0,1,3,0,0,1,0,11,100,20
0,0,1,0,0,0,0,0,0,2,118,9
0,0,0,1,2,0,1,0,0,8,50,8
0,0,0,1,2,0,1,0,0,25,45,5
0,0,0,1,1,1,0,0,1,0,50,6
0,0,1,0,0,0,0,0,1,17,50,8
0,0,1,0,0,0,0,0,0,15,25,8
0,0,0,1,3,0,0,1,0,4,100,18
0,0,1,0,0,0,0,0,1,6,35,9
0,0,1,0,0,0,0,0,1,37,25,7
0,0,1,0,0,0,0,0,0,4,15,14
0,0,1,0,0,0,0,0,1,6,35,10
0,0,0,1,1,1,0,0,0,6,85,10
0,0,1,0,0,0,0,0,0,2,65,33
0,0,0,1,2,0,1,0,1,16,25,10
0,0,0,1,3,0,0,1,0,10,100,8
0,0,0,1,1,1,0,0,1,17,65,7
0,0,0,1,1,1,0,0,1,0,35,11
0,0,1,0,0,0,0,0,1,8,95,9
0,0,0,1,1,1,0,0,1,8,50,8
0,0,0,1,3,0,0,1,1,30,100,5
0,0,1,0,0,0,0,0,0,41,50,5
0,0,0,1,3,0,0,1,0,6,35,17
0,0,0,1,1,1,0,0,1,5,65,7
0,0,0,1,3,0,0,1,1,18,250,4
0,0,1,0,0,0,0,0,1,9,85,31
0,0,1,0,0,0,0,0,0,25,80,6
0,0,0,1,2,0,1,0,1,31,100,36
0,0,0,1,2,0,1,0,1,1,60,17
0,0,0,1,2,0,1,0,0,4,35,10
0,0,1,0,0,0,0,0,0,4,55,20
0,0,1,0,0,0,0,0,0,35,50,14
0,0,0,1,1,1,0,0,1,9,125,6
0,0,0,1,2,0,1,0,0,1,60,24
0,0,1,0,0,0,0,0,0,5,125,9
0,0,0,1,1,1,0,0,1,43,100,4
0,0,0,1,2,0,1,0,0,6,100,14
0,0,1,0,0,0,0,0,0,18,40,13
0,0,1,0,0,0,0,0,0,2,160,19
0,0,1,0,0,0,0,0,0,18,35,8
0,0,1,0,0,0,0,0,1,12,65,14
0,0,1,0,0,0,0,0,1,8,25,12
0,0,1,0,0,0,0,0,1,17,55,2
0,0,1,0,0,0,0,0,0,4,100,7
0,0,0,1,2,0,1,0,1,15,35,8
0,0,0,1,3,0,0,1,1,4,50,5
0,0,1,0,0,0,0,0,1,6,500,11
0,0,1,0,0,0,0,0,0,29,25,12
0,0,1,0,0,0,0,0,0,4,35,7
0,0,1,0,0,0,0,0,0,33,100,5
0,0,0,1,1,1,0,0,0,0,100,17
0,0,1,0,0,0,0,0,0,35,25,22
0,0,0,1,2,0,1,0,0,16,100,11
0,0,0,1,1,1,0,0,0,29,35,5
0,0,0,1,1,1,0,0,1,2,40,17
0,0,1,0,0,0,0,0,0,15,50,5
0,0,0,1,1,1,0,0,0,6,50,9
0,0,0,1,1,1,0,0,0,3,35,9
0,0,0,1,3,0,0,1,1,14,100,7
0,0,0,1,3,0,0,1,1,16,250,8
0,0,0,1,1,1,0,0,0,4,150,11
0,0,1,0,0,0,0,0,0,6,25,11
0,0,0,1,3,0,0,1,1,14,100,17
0,0,0,1,1,1,0,0,0,5,50,16
0,0,0,1,2,0,1,0,1,0,100,13
0,0,0,1,2,0,1,0,0,8,55,8
0,0,1,0,0,0,0,0,1,2,70,27
0,0,0,1,3,0,0,1,1,30,70,4
0,0,1,0,0,0,0,0,0,4,25,11
0,0,0,1,1,1,0,0,0,6,50,10
0,0,0,1,3,0,0,1,1,18,20,11
0,0,1,0,0,0,0,0,0,38,50,2
0,0,1,0,0,0,0,0,0,15,50,6
0,0,0,1,3,0,0,1,0,9,70,8
0,0,0,1,3,0,0,1,1,17,50,7
0,0,0,1,1,1,0,0,0,23,25,13
0,0,0,1,2,0,1,0,0,6,35,47
0,0,0,1,1,1,0,0,1,2,45,8
0,0,1,0,0,0,0,0,0,2,40,10
0,0,0,1,3,0,0,1,1,4,100,28
0,0,0,1,1,1,0,0,1,8,45,26
0,0,0,1,3,0,0,1,1,14,50,4
0,0,0,1,3,0,0,1,1,6,100,5
0,0,0,1,3,0,0,1,1,23,50,7
0,0,0,1,3,0,0,1,0,6,55,12
0,0,1,0,0,0,0,0,1,19,125,24
0,0,0,1,3,0,0,1,0,2,55,10
0,0,0,1,1,1,0,0,0,3,65,5
0,0,0,1,3,0,0,1,1,35,25,3
0,0,1,0,0,0,0,0,0,4,55,8
0,0,0,1,2,0,1,0,0,30,65,5
0,0,0,1,2,0,1,0,1,6,70,9
50,1,1,0,0,0,0,0,1,17,50,8
0,0,1,0,0,0,0,0,1,24,50,20
10,1,0,1,2,0,1,0,0,2,50,45
0,0,0,1,1,1,0,0,0,6,85,13
0,0,1,0,0,0,0,0,0,6,55,14
0,0,0,1,3,0,0,1,0,6,110,13
0,0,1,0,0,0,0,0,0,8,35,7
0,0,1,0,0,0,0,0,1,4,45,8
0,0,0,1,3,0,0,1,1,2,65,5
0,0,1,0,0,0,0,0,1,30,50,7
0,0,1,0,0,0,0,0,1,42,65,8
0,0,0,1,3,0,0,1,1,2,100,10
25,1,1,0,0,0,0,0,1,5,75,16
0,0,0,1,3,0,0,1,1,11,200,19
0,0,0,1,2,0,1,0,1,6,35,7
0,0,0,1,1,1,0,0,1,6,35,13
0,0,1,0,0,0,0,0,0,31,50,3
0,0,1,0,0,0,0,0,0,5,35,14
0,0,0,1,1,1,0,0,0,17,35,5
0,0,0,1,1,1,0,0,0,16,50,5
0,0,1,0,0,0,0,0,0,0,35,22
0,0,0,1,3,0,0,1,0,7,85,9
0,0,1,0,0,0,0,0,0,2,45,32
0,0,0,1,2,0,1,0,1,3,100,25
0,0,1,0,0,0,0,0,0,13,55,7
0,0,0,1,1,1,0,0,1,5,50,11
0,0,0,1,2,0,1,0,0,3,100,15
0,0,0,1,2,0,1,0,0,6,20,57
0,0,1,0,0,0,0,0,0,4,100,10
0,0,1,0,0,0,0,0,0,36,35,28
0,0,0,1,1,1,0,0,1,42,50,6
0,0,0,1,1,1,0,0,0,19,25,4
0,0,0,1,3,0,0,1,0,6,55,5
0,0,1,0,0,0,0,0,1,7,35,7
0,0,0,1,1,1,0,0,0,37,25,9
0,0,0,1,1,1,0,0,0,6,75,13
0,0,0,1,2,0,1,0,0,11,75,12
0,0,0,1,3,0,0,1,1,13,50,18
0,0,1,0,0,0,0,0,0,0,25,18
0,0,1,0,0,0,0,0,1,5,75,12
0,0,0,1,2,0,1,0,0,6,100,3
0,0,1,0,0,0,0,0,0,5,25,5
0,0,0,1,2,0,1,0,0,6,300,16
0,0,1,0,0,0,0,0,0,6,65,12
0,0,0,1,3,0,0,1,1,6,100,14
0,0,0,1,2,0,1,0,0,6,65,10
0,0,1,0,0,0,0,0,1,39,50,10
0,0,0,1,2,0,1,0,1,6,55,8
0,0,0,1,3,0,0,1,0,5,55,23
0,0,0,1,3,0,0,1,1,29,50,27
0,0,1,0,0,0,0,0,1,19,85,3
0,0,0,1,1,1,0,0,0,17,100,7
0,0,0,1,3,0,0,1,0,43,75,7
0,0,0,1,3,0,0,1,1,5,65,18
0,0,0,1,3,0,0,1,0,6,35,2
0,0,0,1,2,0,1,0,0,5,50,9
0,0,0,1,2,0,1,0,1,11,65,20
0,0,0,1,1,1,0,0,0,21,35,10
0,0,0,1,3,0,0,1,1,4,100,22
0,0,0,1,3,0,0,1,0,31,500,11
0,0,1,0,0,0,0,0,0,5,25,10
0,0,1,0,0,0,0,0,0,28,60,5
0,0,0,1,2,0,1,0,0,4,100,6
0,0,0,1,3,0,0,1,0,6,55,8
0,0,0,1,2,0,1,0,1,1,45,6
0,0,0,1,1,1,0,0,0,19,65,6
0,0,0,1,3,0,0,1,0,43,35,12
0,0,0,1,2,0,1,0,1,5,35,10
0,0,0,1,2,0,1,0,1,2,50,20
0,0,0,1,3,0,0,1,1,32,100,5
0,0,0,1,2,0,1,0,1,40,35,6
0,0,0,1,2,0,1,0,0,32,150,4
0,0,0,1,2,0,1,0,1,5,55,8
10,1,0,1,3,0,0,1,0,0,20,28
0,0,0,1,2,0,1,0,1,42,100,5
0,0,0,1,1,1,0,0,0,5,50,4
0,0,1,0,0,0,0,0,1,2,35,5
0,0,1,0,0,0,0,0,0,21,100,9
0,0,1,0,0,0,0,0,0,39,250,15
1,1,0,1,3,0,0,1,1,4,100,35
0,0,1,0,0,0,0,0,0,2,50,11
0,0,0,1,3,0,0,1,0,10,20,14
0,0,1,0,0,0,0,0,0,4,35,9
0,0,1,0,0,0,0,0,1,2,35,13
0,0,0,1,3,0,0,1,1,6,50,17
0,0,0,1,1,1,0,0,1,6,50,7
0,0,1,0,0,0,0,0,0,19,65,6
0,0,1,0,0,0,0,0,0,30,75,9
0,0,0,1,2,0,1,0,0,6,100,12
0,0,1,0,0,0,0,0,1,41,60,5
0,0,0,1,3,0,0,1,0,33,40,4
0,0,0,1,2,0,1,0,1,3,50,28
0,0,0,1,2,0,1,0,1,6,55,6
0,0,0,1,1,1,0,0,1,7,65,12
0,0,0,1,3,0,0,1,0,4,50,9
0,0,0,1,3,0,0,1,1,6,50,16
0,0,0,1,3,0,0,1,0,6,100,6
0,0,1,0,0,0,0,0,1,6,80,28
0,0,0,1,3,0,0,1,0,5,25,9
0,0,0,1,1,1,0,0,1,31,100,6
0,0,0,1,1,1,0,0,0,7,100,8
0,0,1,0,0,0,0,0,0,6,30,21
0,0,1,0,0,0,0,0,0,14,35,6
0,0,0,1,2,0,1,0,0,30,68,3
0,0,0,1,2,0,1,0,0,8,200,5
0,0,1,0,0,0,0,0,0,6,50,9
0,0,1,0,0,0,0,0,1,6,50,8
0,0,0,1,3,0,0,1,1,2,65,9
0,0,0,1,3,0,0,1,1,2,15,56
0,0,0,1,3,0,0,1,1,38,50,8
0,0,0,1,1,1,0,0,1,36,65,2
0,0,1,0,0,0,0,0,0,30,50,13
0,0,1,0,0,0,0,0,0,8,25,20
0,0,1,0,0,0,0,0,1,8,200,17
0,0,1,0,0,0,0,0,1,4,100,9
0,0,0,1,1,1,0,0,0,13,30,36
0,0,1,0,0,0,0,0,0,1,50,14
0,0,0,1,3,0,0,1,0,18,25,21
0,0,0,1,1,1,0,0,0,8,50,9
0,0,0,1,1,1,0,0,0,5,35,9
0,0,0,1,1,1,0,0,0,36,190,10
0,0,1,0,0,0,0,0,1,5,300,10
0,0,0,1,2,0,1,0,0,2,130,6
0,0,1,0,0,0,0,0,1,30,200,5
0,0,0,1,3,0,0,1,1,2,110,11
50,1,1,0,0,0,0,0,0,5,100,14
0,0,0,1,3,0,0,1,1,31,50,7
0,0,1,0,0,0,0,0,0,20,250,5
0,0,1,0,0,0,0,0,0,21,50,9
0,0,0,1,1,1,0,0,0,2,20,11
0,0,0,1,3,0,0,1,0,17,25,9
0,0,0,1,3,0,0,1,1,4,140,12
0,0,0,1,3,0,0,1,0,30,55,3
0,0,0,1,3,0,0,1,0,7,65,9
