donation_amount,donation_dummy,control,treatment,match_ratio,ratio1,ratio2,ratio3,red_state_dummy,months_since_last_donation,highest_previous_donation,prior_donations_num
0,0,0,1,1,1,0,0,1,15,35,3
0,0,0,1,1,1,0,0,0,35,35,3
0,0,0,1,2,0,1,0,1,18,55,4
0,0,0,1,2,0,1,0,0,32,50,2
50,1,0,1,2,0,1,0,1,2,100,32
0,0,0,1,2,0,1,0,0,9,85,5
0,0,0,1,3,0,0,1,0,17,45,4
0,0,1,0,0,0,0,0,0,6,25,2
0,0,0,1,2,0,1,0,0,8,35,6
0,0,1,0,0,0,0,0,0,37,35,2
0,0,0,1,1,1,0,0,0,19,30,4
0,0,1,0,0,0,0,0,0,3,100,5
0,0,0,1,2,0,1,0,1,1,100,2
0,0,0,1,2,0,1,0,1,2,120,10
0,0,0,1,2,0,1,0,0,2,50,9
0,0,1,0,0,0,0,0,0,20,50,4
0,0,1,0,0,0,0,0,0,11,25,8
0,0,0,1,3,0,0,1,0,31,25,3
45,1,0,1,2,0,1,0,0,3,35,14
0,0,1,0,0,0,0,0,0,17,125,6
0,0,1,0,0,0,0,0,0,38,25,3
0,0,1,0,0,0,0,0,0,31,45,2
0,0,0,1,2,0,1,0,0,26,100,2
0,0,1,0,0,0,0,0,1,1,50,3
0,0,1,0,0,0,0,0,0,42,50,4
0,0,1,0,0,0,0,0,1,18,50,4
0,0,1,0,0,0,0,0,0,39,25,3
0,0,0,1,2,0,1,0,0,36,100,2
0,0,1,0,0,0,0,0,0,6,55,4
0,0,0,1,1,1,0,0,1,7,55,6
0,0,0,1,1,1,0,0,0,32,25,3
0,0,0,1,1,1,0,0,0,43,100,3
0,0,0,1,2,0,1,0,0,4,50,6
0,0,1,0,0,0,0,0,1,31,50,4
0,0,1,0,0,0,0,0,0,42,55,2
0,0,1,0,0,0,0,0,0,31,55,3
0,0,0,1,2,0,1,0,1,42,50,2
0,0,0,1,3,0,0,1,1,6,25,5
0,0,1,0,0,0,0,0,0,31,50,3
0,0,0,1,3,0,0,1,1,28,50,3
0,0,0,1,3,0,0,1,0,12,125,6
0,0,0,1,1,1,0,0,1,5,35,4
0,0,0,1,3,0,0,1,0,1,45,7
0,0,1,0,0,0,0,0,0,42,25,2
0,0,0,1,2,0,1,0,0,8,65,3
0,0,0,1,2,0,1,0,0,27,25,2
0,0,1,0,0,0,0,0,0,18,65,6
0,0,0,1,3,0,0,1,1,5,50,12
0,0,1,0,0,0,0,0,1,5,35,5
0,0,1,0,0,0,0,0,0,16,25,4
0,0,0,1,2,0,1,0,0,17,45,3
0,0,1,0,0,0,0,0,0,16,55,10
0,0,1,0,0,0,0,0,0,41,35,2
0,0,1,0,0,0,0,0,0,19,55,4
0,0,0,1,3,0,0,1,1,4,35,2
0,0,0,1,3,0,0,1,0,13,70,4
0,0,0,1,3,0,0,1,1,13,65,3
0,0,1,0,0,0,0,0,1,6,25,3
0,0,0,1,2,0,1,0,0,7,45,9
0,0,0,1,1,1,0,0,1,6,50,5
0,0,1,0,0,0,0,0,1,23,50,8
0,0,1,0,0,0,0,0,1,6,45,2
0,0,1,0,0,0,0,0,1,37,50,2
0,0,0,1,3,0,0,1,0,17,60,2
0,0,0,1,1,1,0,0,0,6,25,5
0,0,0,1,1,1,0,0,1,17,35,3
20,1,0,1,2,0,1,0,0,1,25,26
0,0,1,0,0,0,0,0,0,5,25,5
0,0,1,0,0,0,0,0,1,10,55,4
0,0,0,1,3,0,0,1,1,1,75,5
0,0,0,1,1,1,0,0,1,16,25,6
0,0,0,1,2,0,1,0,0,14,70,3
0,0,0,1,2,0,1,0,0,28,55,2
0,0,0,1,1,1,0,0,0,1,75,7
0,0,0,1,3,0,0,1,1,33,100,3
0,0,0,1,2,0,1,0,0,2,50,2
0,0,0,1,1,1,0,0,0,12,50,3
0,0,1,0,0,0,0,0,1,10,35,5
0,0,0,1,3,0,0,1,0,4,25,2
0,0,0,1,1,1,0,0,1,21,45,7
0,0,0,1,3,0,0,1,0,4,100,6
0,0,0,1,3,0,0,1,0,33,25,2
0,0,0,1,3,0,0,1,1,10,45,2
0,0,1,0,0,0,0,0,0,2,25,22
0,0,1,0,0,0,0,0,0,3,25,4
0,0,0,1,3,0,0,1,0,3,45,5
0,0,1,0,0,0,0,0,1,15,35,4
0,0,0,1,2,0,1,0,0,27,35,3
0,0,0,1,2,0,1,0,1,4,35,2
0,0,1,0,0,0,0,0,0,6,25,3
0,0,0,1,1,1,0,0,0,8,25,5
0,0,1,0,0,0,0,0,0,39,55,4
0,0,0,1,3,0,0,1,0,33,35,5
0,0,0,1,2,0,1,0,1,0,35,8
0,0,1,0,0,0,0,0,0,31,45,2
0,0,1,0,0,0,0,0,1,5,55,5
0,0,0,1,1,1,0,0,0,27,45,3
0,0,1,0,0,0,0,0,0,32,25,4
0,0,1,0,0,0,0,0,0,23,55,5
0,0,1,0,0,0,0,0,1,41,55,2
0,0,1,0,0,0,0,0,0,17,55,3
0,0,0,1,2,0,1,0,1,29,25,22
0,0,1,0,0,0,0,0,0,29,55,3
0,0,0,1,2,0,1,0,1,43,45,2
0,0,0,1,3,0,0,1,1,38,25,2
0,0,0,1,1,1,0,0,0,16,70,3
0,0,0,1,1,1,0,0,1,5,85,5
0,0,0,1,3,0,0,1,0,26,200,45
0,0,1,0,0,0,0,0,1,10,45,3
0,0,1,0,0,0,0,0,0,27,50,3
0,0,0,1,3,0,0,1,0,1,100,3
10,1,1,0,0,0,0,0,1,6,45,8
0,0,0,1,1,1,0,0,0,2,35,10
0,0,1,0,0,0,0,0,1,19,50,2
0,0,0,1,1,1,0,0,1,24,35,2
0,0,0,1,1,1,0,0,1,1,45,5
0,0,0,1,1,1,0,0,1,19,50,5
0,0,1,0,0,0,0,0,1,10,25,4
0,0,1,0,0,0,0,0,0,6,70,8
0,0,0,1,1,1,0,0,0,32,100,7
0,0,0,1,2,0,1,0,0,39,35,2
0,0,0,1,2,0,1,0,1,6,50,5
0,0,0,1,2,0,1,0,1,3,250,8
0,0,1,0,0,0,0,0,1,2,70,6
0,0,1,0,0,0,0,0,0,9,100,4
0,0,0,1,2,0,1,0,0,12,15,9
0,0,1,0,0,0,0,0,0,40,75,2
0,0,1,0,0,0,0,0,1,5,45,5
0,0,0,1,3,0,0,1,0,5,35,7
0,0,0,1,3,0,0,1,0,18,60,2
0,0,0,1,2,0,1,0,1,9,55,3
0,0,0,1,1,1,0,0,0,5,50,6
0,0,0,1,3,0,0,1,0,16,50,2
0,0,0,1,3,0,0,1,0,3,50,3
0,0,0,1,1,1,0,0,1,6,55,5
0,0,1,0,0,0,0,0,1,19,25,4
0,0,1,0,0,0,0,0,0,5,100,2
0,0,0,1,2,0,1,0,0,4,55,6
0,0,0,1,3,0,0,1,1,27,35,2
0,0,0,1,3,0,0,1,0,38,25,6
0,0,1,0,0,0,0,0,0,38,35,8
0,0,1,0,0,0,0,0,1,4,35,5
0,0,0,1,3,0,0,1,0,5,50,5
0,0,0,1,1,1,0,0,1,2,35,3
0,0,0,1,1,1,0,0,0,28,35,2
0,0,1,0,0,0,0,0,0,2,45,6
0,0,0,1,2,0,1,0,0,0,25,9
0,0,0,1,3,0,0,1,1,17,50,5
0,0,0,1,3,0,0,1,1,17,50,104
0,0,0,1,3,0,0,1,1,9,75,5
0,0,0,1,3,0,0,1,1,42,25,2
0,0,0,1,2,0,1,0,0,19,35,2
0,0,0,1,2,0,1,0,0,37,75,2
0,0,1,0,0,0,0,0,1,1,50,6
0,0,0,1,2,0,1,0,1,2,20,13
0,0,1,0,0,0,0,0,0,15,25,6
10,1,1,0,0,0,0,0,0,12,45,7
0,0,0,1,3,0,0,1,0,4,100,5
0,0,0,1,2,0,1,0,1,29,55,3
0,0,0,1,3,0,0,1,0,6,100,9
0,0,0,1,1,1,0,0,0,18,30,7
0,0,0,1,3,0,0,1,1,6,55,4
0,0,1,0,0,0,0,0,1,10,60,3
0,0,0,1,3,0,0,1,0,28,45,2
0,0,0,1,2,0,1,0,1,25,100,2
0,0,0,1,1,1,0,0,1,2,60,6
0,0,0,1,1,1,0,0,1,8,45,3
0,0,1,0,0,0,0,0,1,35,35,6
0,0,0,1,1,1,0,0,0,8,75,6
0,0,0,1,2,0,1,0,0,6,45,31
0,0,1,0,0,0,0,0,0,3,75,5
0,0,0,1,2,0,1,0,0,4,60,7
0,0,1,0,0,0,0,0,0,3,54,13
0,0,0,1,1,1,0,0,1,18,35,3
0,0,0,1,3,0,0,1,0,18,50,4
0,0,1,0,0,0,0,0,0,8,500,5
0,0,1,0,0,0,0,0,0,18,40,3
0,0,1,0,0,0,0,0,0,3,45,8
0,0,1,0,0,0,0,0,0,1,50,3
0,0,1,0,0,0,0,0,1,21,50,2
0,0,0,1,3,0,0,1,1,36,35,2
0,0,1,0,0,0,0,0,0,14,25,4
0,0,1,0,0,0,0,0,0,28,45,3
0,0,0,1,2,0,1,0,0,29,50,3
0,0,0,1,2,0,1,0,0,12,35,2
0,0,0,1,2,0,1,0,0,8,100,3
0,0,0,1,3,0,0,1,0,6,25,3
0,0,0,1,2,0,1,0,1,39,45,3
0,0,0,1,2,0,1,0,0,18,40,5
50,1,0,1,1,1,0,0,1,8,50,10
0,0,0,1,3,0,0,1,0,13,25,5
0,0,1,0,0,0,0,0,0,6,35,5
0,0,0,1,2,0,1,0,0,3,40,4
0,0,0,1,2,0,1,0,1,9,45,5
0,0,0,1,1,1,0,0,1,23,50,6
0,0,0,1,1,1,0,0,0,2,35,5
0,0,0,1,1,1,0,0,0,39,25,4
0,0,0,1,2,0,1,0,0,14,50,4
0,0,1,0,0,0,0,0,0,31,45,2
0,0,0,1,1,1,0,0,0,4,60,5
0,0,0,1,3,0,0,1,0,5,35,2
0,0,1,0,0,0,0,0,0,18,15,2
0,0,0,1,1,1,0,0,0,15,25,4
0,0,1,0,0,0,0,0,0,4,85,6
0,0,0,1,3,0,0,1,1,17,50,6
0,0,0,1,2,0,1,0,0,1,100,7
0,0,1,0,0,0,0,0,1,11,50,4
0,0,1,0,0,0,0,0,1,6,100,5
0,0,1,0,0,0,0,0,1,16,60,3
0,0,1,0,0,0,0,0,0,2,150,7
0,0,0,1,2,0,1,0,1,6,20,6
0,0,0,1,2,0,1,0,1,0,55,4
0,0,0,1,3,0,0,1,0,41,90,6
0,0,0,1,3,0,0,1,0,39,35,2
0,0,0,1,3,0,0,1,0,25,50,3
0,0,0,1,1,1,0,0,1,36,65,5
0,0,0,1,2,0,1,0,0,27,70,3
0,0,1,0,0,0,0,0,0,9,27,5
0,0,0,1,3,0,0,1,1,14,35,4
0,0,0,1,2,0,1,0,1,4,25,10
0,0,0,1,3,0,0,1,1,41,45,2
0,0,0,1,3,0,0,1,1,7,15,7
0,0,0,1,3,0,0,1,0,2,35,5
0,0,0,1,1,1,0,0,1,15,35,4
0,0,0,1,1,1,0,0,1,42,100,2
0,0,1,0,0,0,0,0,0,40,25,2
0,0,1,0,0,0,0,0,0,4,35,3
0,0,0,1,3,0,0,1,0,13,45,4
0,0,1,0,0,0,0,0,1,33,50,2
0,0,0,1,3,0,0,1,0,6,55,4
0,0,1,0,0,0,0,0,1,4,75,9
0,0,1,0,0,0,0,0,0,5,55,7
0,0,0,1,2,0,1,0,0,24,500,4
0,0,0,1,3,0,0,1,0,29,55,4
0,0,0,1,3,0,0,1,1,19,20,5
0,0,0,1,1,1,0,0,1,19,50,4
0,0,1,0,0,0,0,0,0,21,25,7
0,0,1,0,0,0,0,0,0,5,15,6
0,0,0,1,1,1,0,0,0,19,25,6
0,0,1,0,0,0,0,0,1,27,250,6
0,0,1,0,0,0,0,0,0,19,25,2
0,0,0,1,2,0,1,0,0,33,25,2
0,0,0,1,3,0,0,1,1,8,50,6
0,0,1,0,0,0,0,0,1,9,125,11
0,0,0,1,1,1,0,0,1,27,25,3
25,1,1,0,0,0,0,0,1,2,75,12
0,0,0,1,2,0,1,0,0,41,25,2
0,0,1,0,0,0,0,0,1,23,35,4
0,0,0,1,3,0,0,1,1,8,35,7
0,0,1,0,0,0,0,0,0,1,50,20
0,0,0,1,1,1,0,0,1,15,35,8
0,0,1,0,0,0,0,0,1,15,125,3
0,0,0,1,3,0,0,1,0,23,45,4
0,0,0,1,1,1,0,0,1,2,25,3
0,0,0,1,3,0,0,1,1,6,25,4
0,0,1,0,0,0,0,0,1,6,50,10
0,0,1,0,0,0,0,0,1,17,55,3
0,0,1,0,0,0,0,0,0,21,35,4
0,0,0,1,2,0,1,0,0,21,50,13
0,0,0,1,1,1,0,0,0,31,55,4
0,0,1,0,0,0,0,0,0,28,25,2
0,0,0,1,2,0,1,0,0,25,35,3
0,0,1,0,0,0,0,0,1,41,50,2
0,0,1,0,0,0,0,0,0,3,25,5
0,0,0,1,3,0,0,1,1,18,25,2
0,0,0,1,1,1,0,0,1,2,35,5
0,0,0,1,3,0,0,1,1,42,35,2
0,0,0,1,3,0,0,1,1,5,100,9
0,0,0,1,3,0,0,1,1,2,50,26
0,0,0,1,2,0,1,0,1,36,50,4
0,0,0,1,3,0,0,1,0,6,35,2
0,0,1,0,0,0,0,0,0,33,35,3
0,0,0,1,1,1,0,0,0,23,40,4
0,0,1,0,0,0,0,0,0,18,85,4
0,0,0,1,3,0,0,1,0,39,35,2
0,0,0,1,3,0,0,1,0,28,25,4
0,0,1,0,0,0,0,0,0,1,50,37
0,0,1,0,0,0,0,0,0,7,100,2
0,0,1,0,0,0,0,0,0,3,45,12
0,0,0,1,1,1,0,0,0,15,75,4
0,0,0,1,1,1,0,0,1,1,30,10
0,0,1,0,0,0,0,0,1,6,55,14
0,0,0,1,3,0,0,1,0,2,85,3
0,0,0,1,2,0,1,0,0,5,100,22
0,0,0,1,3,0,0,1,0,4,100,6
0,0,1,0,0,0,0,0,1,6,50,4
0,0,1,0,0,0,0,0,1,41,25,2
0,0,1,0,0,0,0,0,0,6,55,5
0,0,0,1,1,1,0,0,0,24,50,4
0,0,1,0,0,0,0,0,0,31,25,4
0,0,0,1,2,0,1,0,0,25,50,3
0,0,1,0,0,0,0,0,0,6,75,4
0,0,0,1,3,0,0,1,0,42,25,3
0,0,0,1,2,0,1,0,1,2,55,9
0,0,0,1,2,0,1,0,1,4,25,4
0,0,0,1,2,0,1,0,1,6,100,6
0,0,1,0,0,0,0,0,0,5,55,6
0,0,1,0,0,0,0,0,1,1,50,6
0,0,1,0,0,0,0,0,0,42,50,3
0,0,1,0,0,0,0,0,0,3,55,5
0,0,1,0,0,0,0,0,1,4,35,4
0,0,1,0,0,0,0,0,0,2,50,5
0,0,1,0,0,0,0,0,1,6,25,6
0,0,0,1,1,1,0,0,1,6,95,9
0,0,0,1,2,0,1,0,0,23,35,4
0,0,1,0,0,0,0,0,0,5,75,15
0,0,0,1,1,1,0,0,1,3,35,2
0,0,1,0,0,0,0,0,0,3,35,2
0,0,1,0,0,0,0,0,0,12,50,2
0,0,0,1,3,0,0,1,0,4,65,7
0,0,0,1,3,0,0,1,0,42,35,3
0,0,0,1,3,0,0,1,0,9,35,5
0,0,1,0,0,0,0,0,1,42,35,2
0,0,0,1,2,0,1,0,1,34,85,3
0,0,0,1,1,1,0,0,1,3,50,4
100,1,0,1,2,0,1,0,0,7,100,9
0,0,0,1,1,1,0,0,1,42,55,2
0,0,1,0,0,0,0,0,0,1,50,13
0,0,1,0,0,0,0,0,0,33,35,2
0,0,1,0,0,0,0,0,1,1,500,6
0,0,0,1,2,0,1,0,1,23,130,3
0,0,1,0,0,0,0,0,0,4,50,5
0,0,1,0,0,0,0,0,0,6,55,7
0,0,0,1,3,0,0,1,1,2,50,7
0,0,0,1,1,1,0,0,0,17,100,4
0,0,1,0,0,0,0,0,1,38,55,2
0,0,0,1,1,1,0,0,1,42,100,2
0,0,0,1,1,1,0,0,0,4,70,7
0,0,0,1,2,0,1,0,0,1,35,4
0,0,0,1,3,0,0,1,0,5,60,14
0,0,0,1,1,1,0,0,0,9,25,4
0,0,0,1,3,0,0,1,0,38,30,3
0,0,1,0,0,0,0,0,0,6,55,5
0,0,0,1,3,0,0,1,1,1,85,8
0,0,0,1,1,1,0,0,1,22,35,4
0,0,0,1,2,0,1,0,1,2,50,12
0,0,1,0,0,0,0,0,0,17,35,4
0,0,0,1,2,0,1,0,1,32,50,3
0,0,0,1,3,0,0,1,1,7,35,4
0,0,0,1,2,0,1,0,1,1,60,4
0,0,0,1,2,0,1,0,0,3,100,7
0,0,0,1,2,0,1,0,0,41,25,2
0,0,1,0,0,0,0,0,0,4,35,3
0,0,0,1,2,0,1,0,0,2,35,2
0,0,1,0,0,0,0,0,0,18,35,4
0,0,1,0,0,0,0,0,1,40,50,5
0,0,0,1,1,1,0,0,0,6,50,8
0,0,0,1,3,0,0,1,1,6,50,8
0,0,1,0,0,0,0,0,1,6,100,19
0,0,1,0,0,0,0,0,0,16,45,5
0,0,0,1,1,1,0,0,0,2,100,18
0,0,0,1,1,1,0,0,1,27,25,4
0,0,0,1,1,1,0,0,1,40,75,6
0,0,1,0,0,0,0,0,0,6,50,6
0,0,1,0,0,0,0,0,0,19,45,3
0,0,0,1,3,0,0,1,0,27,65,3
0,0,0,1,2,0,1,0,0,4,50,7
0,0,1,0,0,0,0,0,0,2,35,3
0,0,1,0,0,0,0,0,0,26,50,4
0,0,1,0,0,0,0,0,1,7,25,5
0,0,0,1,2,0,1,0,1,31,25,3
0,0,0,1,3,0,0,1,0,4,50,6
0,0,0,1,3,0,0,1,0,14,35,4
0,0,0,1,3,0,0,1,0,32,25,2
0,0,0,1,1,1,0,0,0,29,50,36
0,0,0,1,3,0,0,1,1,14,35,3
0,0,0,1,3,0,0,1,0,3,50,7
0,0,1,0,0,0,0,0,1,6,65,6
0,0,1,0,0,0,0,0,1,7,100,2
0,0,0,1,1,1,0,0,1,12,25,2
0,0,0,1,2,0,1,0,1,39,75,3
0,0,0,1,3,0,0,1,1,17,65,12
0,0,0,1,2,0,1,0,1,3,125,11
0,0,0,1,1,1,0,0,0,39,25,2
0,0,0,1,3,0,0,1,0,8,35,19
0,0,0,1,3,0,0,1,1,0,40,5
0,0,1,0,0,0,0,0,0,27,45,3
0,0,0,1,2,0,1,0,0,27,55,2
0,0,1,0,0,0,0,0,0,6,95,5
0,0,0,1,3,0,0,1,1,39,100,2
0,0,1,0,0,0,0,0,0,28,35,3
0,0,0,1,3,0,0,1,1,31,35,4
0,0,0,1,1,1,0,0,1,3,35,19
0,0,0,1,1,1,0,0,0,24,25,4
0,0,1,0,0,0,0,0,1,16,35,4
0,0,0,1,2,0,1,0,1,42,55,3
0,0,0,1,1,1,0,0,0,2,25,5
0,0,1,0,0,0,0,0,1,23,65,6
0,0,0,1,3,0,0,1,0,8,35,5
0,0,0,1,3,0,0,1,0,37,250,2
0,0,1,0,0,0,0,0,0,4,15,6
0,0,1,0,0,0,0,0,1,6,25,4
0,0,1,0,0,0,0,0,0,41,25,2
0,0,0,1,2,0,1,0,0,4,35,2
0,0,1,0,0,0,0,0,0,4,125,7
0,0,1,0,0,0,0,0,1,7,25,8
0,0,1,0,0,0,0,0,1,28,25,5
0,0,0,1,2,0,1,0,1,5,50,4
0,0,0,1,1,1,0,0,0,4,50,3
0,0,0,1,2,0,1,0,1,40,25,3
0,0,1,0,0,0,0,0,1,6,55,7
0,0,1,0,0,0,0,0,1,5,25,5
0,0,0,1,1,1,0,0,1,31,50,4
0,0,1,0,0,0,0,0,1,2,45,3
0,0,1,0,0,0,0,0,0,14,85,4
0,0,1,0,0,0,0,0,1,38,25,2
0,0,1,0,0,0,0,0,0,18,75,3
0,0,0,1,1,1,0,0,0,13,45,4
0,0,0,1,2,0,1,0,1,4,25,3
0,0,0,1,2,0,1,0,1,3,25,5
0,0,1,0,0,0,0,0,1,0,30,3
0,0,1,0,0,0,0,0,0,2,100,8
0,0,1,0,0,0,0,0,1,6,35,5
0,0,0,1,2,0,1,0,0,31,25,3
0,0,0,1,1,1,0,0,0,6,35,6
0,0,0,1,1,1,0,0,1,28,25,2
0,0,0,1,2,0,1,0,1,43,35,2
0,0,0,1,3,0,0,1,1,6,25,4
0,0,0,1,2,0,1,0,0,4,35,8
0,0,1,0,0,0,0,0,0,2,50,16
0,0,1,0,0,0,0,0,1,18,35,3
0,0,1,0,0,0,0,0,0,42,35,2
0,0,1,0,0,0,0,0,0,24,25,2
0,0,0,1,3,0,0,1,0,3,50,3
0,0,0,1,2,0,1,0,1,6,25,4
0,0,1,0,0,0,0,0,1,42,50,2
0,0,1,0,0,0,0,0,0,20,40,42
0,0,0,1,1,1,0,0,1,17,50,2
0,0,0,1,3,0,0,1,0,43,25,2
0,0,0,1,3,0,0,1,0,0,25,2
0,0,0,1,2,0,1,0,0,6,100,11
0,0,1,0,0,0,0,0,1,27,35,4
0,0,1,0,0,0,0,0,1,2,35,12
0,0,0,1,2,0,1,0,1,18,125,8
0,0,1,0,0,0,0,0,0,31,100,2
0,0,0,1,2,0,1,0,0,9,35,8
0,0,1,0,0,0,0,0,1,1,55,5
0,0,0,1,2,0,1,0,1,27,35,17
0,0,0,1,3,0,0,1,0,17,200,5
0,0,1,0,0,0,0,0,0,29,25,8
0,0,0,1,2,0,1,0,1,40,50,9
0,0,0,1,1,1,0,0,0,6,50,6
0,0,1,0,0,0,0,0,0,6,45,6
0,0,0,1,1,1,0,0,1,41,45,2
0,0,0,1,3,0,0,1,0,26,35,3
0,0,0,1,1,1,0,0,0,41,25,2
0,0,0,1,2,0,1,0,0,4,50,6
0,0,1,0,0,0,0,0,1,39,35,2
0,0,1,0,0,0,0,0,0,6,100,9
0,0,1,0,0,0,0,0,1,13,25,7
0,0,1,0,0,0,0,0,1,13,50,7
0,0,0,1,2,0,1,0,0,43,70,2
0,0,0,1,1,1,0,0,1,18,25,5
0,0,0,1,1,1,0,0,0,35,50,3
0,0,1,0,0,0,0,0,1,7,65,4
0,0,0,1,1,1,0,0,0,3,75,11
0,0,0,1,2,0,1,0,0,31,75,3
0,0,1,0,0,0,0,0,1,42,35,2
0,0,0,1,1,1,0,0,0,23,25,4
0,0,0,1,3,0,0,1,0,8,200,3
0,0,0,1,2,0,1,0,0,9,100,2
0,0,0,1,3,0,0,1,1,3,50,2
0,0,1,0,0,0,0,0,0,4,50,2
0,0,0,1,1,1,0,0,0,21,35,3
0,0,0,1,3,0,0,1,0,36,35,3
0,0,1,0,0,0,0,0,1,41,55,2
0,0,0,1,2,0,1,0,1,43,25,2
0,0,1,0,0,0,0,0,1,5,50,5
0,0,0,1,1,1,0,0,0,2,25,4
0,0,0,1,2,0,1,0,0,10,35,3
0,0,0,1,3,0,0,1,0,25,25,2
0,0,1,0,0,0,0,0,0,34,35,2
0,0,0,1,2,0,1,0,0,6,150,10
0,0,0,1,1,1,0,0,0,4,35,8
0,0,0,1,3,0,0,1,0,42,50,2
0,0,0,1,1,1,0,0,0,8,100,4
0,0,0,1,1,1,0,0,0,6,50,5
0,0,0,1,2,0,1,0,0,13,70,8
0,0,0,1,3,0,0,1,0,3,150,6
0,0,1,0,0,0,0,0,0,8,100,5
150,1,0,1,3,0,0,1,0,4,125,27
0,0,0,1,2,0,1,0,1,40,35,2
0,0,0,1,2,0,1,0,1,14,100,3
10,1,0,1,3,0,0,1,0,4,50,12
0,0,0,1,2,0,1,0,0,2,200,5
0,0,0,1,3,0,0,1,1,6,50,4
0,0,1,0,0,0,0,0,0,30,25,2
0,0,0,1,3,0,0,1,0,14,23.33,7
0,0,1,0,0,0,0,0,1,25,45,11
0,0,0,1,1,1,0,0,0,14,100,3
0,0,0,1,2,0,1,0,1,12,130,14
0,0,0,1,1,1,0,0,0,9,35,4
25,1,0,1,1,1,0,0,0,3,55,13
0,0,1,0,0,0,0,0,1,4,100,12
0,0,0,1,2,0,1,0,0,0,50,5
0,0,1,0,0,0,0,0,0,13,65,4
0,0,0,1,3,0,0,1,0,3,125,7
0,0,0,1,2,0,1,0,1,43,50,2
0,0,1,0,0,0,0,0,0,5,25,5
0,0,0,1,1,1,0,0,0,1,45,5
0,0,0,1,3,0,0,1,1,9,50,4
0,0,1,0,0,0,0,0,1,2,20,10
0,0,0,1,3,0,0,1,0,41,45,2
0,0,0,1,3,0,0,1,1,9,50,10
0,0,0,1,3,0,0,1,1,43,55,4
0,0,0,1,3,0,0,1,0,1,35,7
0,0,1,0,0,0,0,0,0,37,35,2
0,0,0,1,3,0,0,1,0,24,45,4
0,0,0,1,3,0,0,1,0,2,55,8
0,0,0,1,2,0,1,0,1,7,100,7
0,0,0,1,1,1,0,0,0,19,35,5
0,0,1,0,0,0,0,0,0,2,55,10
0,0,1,0,0,0,0,0,0,5,55,5
0,0,0,1,2,0,1,0,0,42,35,6
0,0,1,0,0,0,0,0,0,4,40,5
0,0,1,0,0,0,0,0,0,7,50,7
0,0,0,1,1,1,0,0,1,2,35,4
0,0,1,0,0,0,0,0,1,5,45,3
0,0,0,1,1,1,0,0,1,9,35,5
0,0,1,0,0,0,0,0,0,5,35,4
0,0,0,1,2,0,1,0,0,6,35,5
0,0,0,1,2,0,1,0,1,3,25,3
0,0,0,1,3,0,0,1,1,35,40,2
0,0,0,1,3,0,0,1,0,6,60,4
0,0,1,0,0,0,0,0,1,20,25,4
0,0,0,1,2,0,1,0,0,0,55,5
0,0,0,1,3,0,0,1,0,16,50,3
0,0,1,0,0,0,0,0,1,3,50,2
0,0,0,1,2,0,1,0,1,16,35,28
0,0,0,1,2,0,1,0,0,1,45,11
0,0,1,0,0,0,0,0,1,15,45,4
0,0,0,1,1,1,0,0,0,31,190,9
0,0,0,1,1,1,0,0,0,4,200,6
0,0,1,0,0,0,0,0,0,2,25,2
0,0,1,0,0,0,0,0,0,31,35,2
0,0,0,1,1,1,0,0,0,31,100,3
0,0,1,0,0,0,0,0,0,19,25,3
0,0,1,0,0,0,0,0,1,15,25,3
0,0,0,1,2,0,1,0,0,31,25,3
0,0,1,0,0,0,0,0,1,1,45,3
0,0,0,1,2,0,1,0,1,0,100,4
0,0,1,0,0,0,0,0,1,41,35,3
0,0,0,1,2,0,1,0,1,30,25,3
0,0,0,1,1,1,0,0,1,19,100,4
0,0,0,1,3,0,0,1,0,17,100,4
0,0,1,0,0,0,0,0,0,5,45,7
0,0,1,0,0,0,0,0,1,41,60,2
0,0,0,1,3,0,0,1,0,11,25,4
0,0,1,0,0,0,0,0,0,11,35,2
0,0,1,0,0,0,0,0,1,19,35,3
0,0,0,1,2,0,1,0,0,17,65,4
0,0,0,1,2,0,1,0,1,11,35,4
0,0,0,1,1,1,0,0,0,4,70,6
0,0,0,1,2,0,1,0,0,35,25,3
0,0,0,1,3,0,0,1,0,2,35,5
0,0,1,0,0,0,0,0,0,10,35,2
0,0,0,1,2,0,1,0,1,10,55,4
0,0,0,1,1,1,0,0,0,5,100,7
0,0,0,1,2,0,1,0,1,27,35,2
0,0,0,1,3,0,0,1,1,2,55,9
0,0,1,0,0,0,0,0,0,6,35,3
0,0,1,0,0,0,0,0,0,14,45,5
0,0,0,1,1,1,0,0,0,10,25,5
0,0,0,1,3,0,0,1,0,29,25,2
0,0,0,1,3,0,0,1,0,2,150,5
0,0,0,1,3,0,0,1,0,4,50,5
0,0,1,0,0,0,0,0,0,42,45,2
0,0,1,0,0,0,0,0,0,27,35,2
0,0,0,1,2,0,1,0,1,31,55,4
0,0,0,1,3,0,0,1,1,1,35,5
0,0,1,0,0,0,0,0,0,19,175,3
0,0,1,0,0,0,0,0,0,12,65,5
0,0,0,1,1,1,0,0,0,2,45,8
0,0,0,1,2,0,1,0,0,25,35,3
0,0,0,1,3,0,0,1,1,16,75,3
0,0,0,1,2,0,1,0,0,22,35,5
0,0,0,1,2,0,1,0,0,6,35,2
0,0,0,1,3,0,0,1,0,15,25,4
0,0,0,1,2,0,1,0,1,6,50,5
0,0,0,1,1,1,0,0,0,6,100,7
